timestamp,requests,is_anomaly,fault
2025-06-02T00:00:00,1317.6,0,
2025-06-02T01:00:00,1023.3,0,
2025-06-02T02:00:00,885.0,0,
2025-06-02T03:00:00,872.3,0,
2025-06-02T04:00:00,1059.4,0,
2025-06-02T05:00:00,1073.8,0,
2025-06-02T06:00:00,1246.7,0,
2025-06-02T07:00:00,1338.5,0,
2025-06-02T08:00:00,1675.5,0,
2025-06-02T09:00:00,1944.1,0,
2025-06-02T10:00:00,2117.5,0,
2025-06-02T11:00:00,2303.6,0,
2025-06-02T12:00:00,2437.4,0,
2025-06-02T13:00:00,2570.0,0,
2025-06-02T14:00:00,2664.7,0,
2025-06-02T15:00:00,2526.8,0,
2025-06-02T16:00:00,2695.6,0,
2025-06-02T17:00:00,2734.2,0,
2025-06-02T18:00:00,2359.9,0,
2025-06-02T19:00:00,2292.0,0,
2025-06-02T20:00:00,1935.6,0,
2025-06-02T21:00:00,1731.2,0,
2025-06-02T22:00:00,1587.3,0,
2025-06-02T23:00:00,1450.6,0,
2025-06-03T00:00:00,1047.6,0,
2025-06-03T01:00:00,1054.3,0,
2025-06-03T02:00:00,1050.3,0,
2025-06-03T03:00:00,1006.9,0,
2025-06-03T04:00:00,1074.1,0,
2025-06-03T05:00:00,1162.6,0,
2025-06-03T06:00:00,1267.2,0,
2025-06-03T07:00:00,1461.1,0,
2025-06-03T08:00:00,1575.9,0,
2025-06-03T09:00:00,1827.4,0,
2025-06-03T10:00:00,2003.8,0,
2025-06-03T11:00:00,2358.5,0,
2025-06-03T12:00:00,2406.8,0,
2025-06-03T13:00:00,2550.0,0,
2025-06-03T14:00:00,2451.2,0,
2025-06-03T15:00:00,2571.8,0,
2025-06-03T16:00:00,2605.6,0,
2025-06-03T17:00:00,2453.5,0,
2025-06-03T18:00:00,2463.4,0,
2025-06-03T19:00:00,2235.5,0,
2025-06-03T20:00:00,1992.3,0,
2025-06-03T21:00:00,1815.0,0,
2025-06-03T22:00:00,1508.5,0,
2025-06-03T23:00:00,1457.6,0,
2025-06-04T00:00:00,1256.8,0,
2025-06-04T01:00:00,1063.3,0,
2025-06-04T02:00:00,1011.0,0,
2025-06-04T03:00:00,1052.1,0,
2025-06-04T04:00:00,1068.4,0,
2025-06-04T05:00:00,1150.6,0,
2025-06-04T06:00:00,1214.2,0,
2025-06-04T07:00:00,1481.3,0,
2025-06-04T08:00:00,1616.4,0,
2025-06-04T09:00:00,2126.5,0,
2025-06-04T10:00:00,1869.5,0,
2025-06-04T11:00:00,2284.4,0,
2025-06-04T12:00:00,2407.8,0,
2025-06-04T13:00:00,2497.2,0,
2025-06-04T14:00:00,2428.5,0,
2025-06-04T15:00:00,2860.1,0,
2025-06-04T16:00:00,2430.6,0,
2025-06-04T17:00:00,2630.2,0,
2025-06-04T18:00:00,2367.2,0,
2025-06-04T19:00:00,2133.4,0,
2025-06-04T20:00:00,1888.4,0,
2025-06-04T21:00:00,1823.2,0,
2025-06-04T22:00:00,1621.2,0,
2025-06-04T23:00:00,1420.1,0,
2025-06-05T00:00:00,1178.6,0,
2025-06-05T01:00:00,1127.7,0,
2025-06-05T02:00:00,1006.6,0,
2025-06-05T03:00:00,1054.2,0,
2025-06-05T04:00:00,1066.2,0,
2025-06-05T05:00:00,1202.5,0,
2025-06-05T06:00:00,1115.6,0,
2025-06-05T07:00:00,1563.9,0,
2025-06-05T08:00:00,1560.7,0,
2025-06-05T09:00:00,1781.2,0,
2025-06-05T10:00:00,2060.2,0,
2025-06-05T11:00:00,2185.3,0,
2025-06-05T12:00:00,2210.5,0,
2025-06-05T13:00:00,2606.6,0,
2025-06-05T14:00:00,2443.0,0,
2025-06-05T15:00:00,2573.3,0,
2025-06-05T16:00:00,2496.9,0,
2025-06-05T17:00:00,2358.5,0,
2025-06-05T18:00:00,2370.6,0,
2025-06-05T19:00:00,2341.9,0,
2025-06-05T20:00:00,2082.9,0,
2025-06-05T21:00:00,1788.5,0,
2025-06-05T22:00:00,1818.8,0,
2025-06-05T23:00:00,1342.0,0,
2025-06-06T00:00:00,1238.9,0,
2025-06-06T01:00:00,1076.0,0,
2025-06-06T02:00:00,1040.9,0,
2025-06-06T03:00:00,1029.6,0,
2025-06-06T04:00:00,1064.8,0,
2025-06-06T05:00:00,1067.5,0,
2025-06-06T06:00:00,1310.9,0,
2025-06-06T07:00:00,1395.1,0,
2025-06-06T08:00:00,1769.4,0,
2025-06-06T09:00:00,1907.5,0,
2025-06-06T10:00:00,2120.4,0,
2025-06-06T11:00:00,2059.7,0,
2025-06-06T12:00:00,2561.2,0,
2025-06-06T13:00:00,2597.9,0,
2025-06-06T14:00:00,2654.8,0,
2025-06-06T15:00:00,2760.4,0,
2025-06-06T16:00:00,2759.7,0,
2025-06-06T17:00:00,2581.0,0,
2025-06-06T18:00:00,2470.2,0,
2025-06-06T19:00:00,2397.2,0,
2025-06-06T20:00:00,1882.8,0,
2025-06-06T21:00:00,1794.1,0,
2025-06-06T22:00:00,1570.1,0,
2025-06-06T23:00:00,1409.8,0,
2025-06-07T00:00:00,819.0,0,
2025-06-07T01:00:00,683.6,0,
2025-06-07T02:00:00,635.1,0,
2025-06-07T03:00:00,652.6,0,
2025-06-07T04:00:00,645.2,0,
2025-06-07T05:00:00,740.9,0,
2025-06-07T06:00:00,765.7,0,
2025-06-07T07:00:00,945.3,0,
2025-06-07T08:00:00,1053.2,0,
2025-06-07T09:00:00,1182.8,0,
2025-06-07T10:00:00,1248.2,0,
2025-06-07T11:00:00,1398.9,0,
2025-06-07T12:00:00,1513.8,0,
2025-06-07T13:00:00,1629.8,0,
2025-06-07T14:00:00,1639.0,0,
2025-06-07T15:00:00,1777.5,0,
2025-06-07T16:00:00,1614.9,0,
2025-06-07T17:00:00,1758.3,0,
2025-06-07T18:00:00,1515.5,0,
